input string, place, country, latitude, longitude, count
"holland, michigan","holland","united states",42.78752,-86.10893,1
"hollywood","hollywood","united states",34.09834,-118.32674,1
"hollywood, fl","hollywood","united states",34.09834,-118.32674,1
"home","","",,,1
"home of fairies","","",,,1
"home sweet home","","",,,1
"homebase ~ singapore","","",,,1
"honduras","honduras","honduras",15.199999,-86.241905,1
"honduras, central america","","",,,2
"hong kong","hong kong","hong kong",22.396428,114.109497,1
"hong kong & uk","hong kong","hong kong",22.396428,114.109497,1
"hong kong, china","hong kong","hong kong",22.28552,114.15769,1
"hongkong","hong kong","hong kong",22.396428,114.109497,1
"hongkong - taiwan","","",,,1
"honolulu, hi","honolulu","united states",21.30694,-157.85833,1
"honolulu, hi/ wichita, ks","honolulu","united states",21.30694,-157.85833,1
"hoogeveen","hoogeveen","netherlands",52.7225,6.47639,1
"horningsham / gosport","","",,,1
"hornÌ? kruty, czech republic","","",,,1
"horseshoe valley, on, canada","canada","canada",56.130366,-106.346771,1
"horst","horst","netherlands",52.30833,5.58194,1
"houghton, south africa","","",,,1
"houston","houston","united states",29.76328,-95.36327,1
"houston, texas","houston","united states",29.76328,-95.36327,1
"houston, tx","houston","united states",29.76328,-95.36327,1
"hq - arlington, va","","",,,1
"hq amsterdam, the netherlands","","",,,1
"hq nairobi, kenya","kenya","kenya",-0.023559,37.906193,1
"hsinchu taiwan","hsinchu","taiwan",24.80361,120.96861,1
"http://goo.gl/maps/2rlp4","","",,,1
"http://padmagz.com/50-nominato","","",,,1
"http://vimeo.com/112944154","","",,,1
"http://www.avpeduli.com","","",,,1
"http://www.isfoundation.org","","",,,1
"hubbards, nova scotia, canada","canada","canada",56.130366,-106.346771,1
"huddersfield","","",,,1
"hudson valley /philadelphia","","",,,1
"hudson, ma","hudson","united states",41.24006,-81.44067,1
"hue - vietnam","","",,,1
"huelva","huelva","spain",37.26638,-6.94004,1
"huizen","huizen","netherlands",52.29917,5.24167,1
"hull, east yorkshire, england","hull","united kingdom",53.7446,-0.33525,1
"humanitarian defender usa","","",,,1
"hungary","hungary","hungary",47.162494,19.503304,1
"huntington beach, ca","huntington station","united states",40.85343,-73.41151,1
"huntsville, alabama","huntsville","united states",30.72353,-95.55078,1
"hyderabad","hyderabad","pakistan",25.39242,68.37366,1
"hyderabad sindh pakistan","hyderabad","pakistan",25.39242,68.37366,1
"hyderabad, india","hyderabad","pakistan",25.39242,68.37366,1
"hyderabad, telangana, india.","hyderabad","pakistan",25.39242,68.37366,1
"i am nobody the old gdr looser","","",,,1
"i belong to jesus","","",,,1
"i belong to jesus christ..","","",,,1
"i don't know...","","",,,1
"i follow the fresh air","","",,,1
"i live in a dorm","","",,,1
"i live in my own world","","",,,1
"i might surprise you!","","",,,1
"i n d o n e s i a","","",,,1
"i reside in ur vacay paradise","","",,,1
"i'm afraid of americans d.b.","","",,,1
"i.n.d.o.n.e.s.i.a","","",,,1
"ibague","ibague","colombia",4.43889,-75.23222,1
"ibaguÌ©","ibagu√©","colombia",4.43889,-75.23222,1
"ibiza","ibiza","spain",38.90883,1.43296,1
"ica, perÌ?.","ica","peru",-14.06777,-75.72861,1
"iceland","iceland","iceland",64.963051,-19.020835,1
"id","","",,,1
"id (+62)","","",,,1
"idaho falls, id","idaho falls","united states",43.46658,-112.03414,1
"idn","","",,,1
"idris","","",,,1
"ig : aininazahra","","",,,1
"ig : ellainetm","","",,,1
"ig : tiarasyamxx","","",,,1
"ig: @princessmanzon","","",,,1
"ilham wahab's cage","","",,,1
"iligan city","iligan city","philippines",8.25,124.4,1
"ilion","ilion","greece",38.03333,23.7,1
"ilkley or megeve","","",,,1
"illinois","","",,,2
"illinois, usa","","",,,1
"illinois/boston","","",,,1
"ilo-philippines","","",,,1
"iloilo city/denizli","","",,,1
"im pappschloss","","",,,1
"imperial republic of kco3world","imperial beach","united states",32.58394,-117.11308,1
"in a cage","","",,,1
"in a hygge world","","",,,1
"in an african forest","","",,,1
"in de wolken","","",,,1
"in deep of heart","","",,,1
"in every breath you take","","",,,1
"in everyone thought, heart.","","",,,1
"in god's heart","","",,,1
"in my own little cave","","",,,1
"in outer space w/ mobile suit","","",,,1
"in the fridge","","",,,1
"in the land of milk and honey","","",,,1
"in the land of ooo .","","",,,1
"in the night club","","",,,1
"in the state of awesome","","",,,1
"in your bit","","",,,1
"in your heart","","",,,1
"in your kitchen eating pizza","","",,,1
"ina","ina","japan",35.82756,137.95378,1
"ina-uk-usa","","",,,1
"ina: 6å?lu-11å?ls & 95å?bt-141å?bt","","",,,1
"incredible of indonesia","","",,,1
"ind","indi","india",17.17735,75.9526,1
"india","india","india",20.593684,78.96288,2
"india ˆ´? usa ˆ´? uk","","",,,1
"india, london","indi","india",17.17735,75.9526,1
"india, mumbai","indi","india",17.17735,75.9526,1
"india, qatar, the world","indi","india",17.17735,75.9526,1
"india,asia,earth","indi","india",17.17735,75.9526,1
"indian ocean","indian trail","united states",35.07681,-80.66924,1
"indiana","india","india",20.593684,78.96288,1
"indiana, usa","indianapolis","united states",39.76838,-86.15804,1
"indiana,usa","indianapolis","united states",39.76838,-86.15804,1
"indianapolis","indianapolis","united states",39.76838,-86.15804,1
"indianapolis, in","indianapolis","united states",39.76838,-86.15804,1
"indianapolis, indiana","indianapolis","united states",39.76838,-86.15804,1
"indo-rtmund","","",,,1
"indoneasia - jepang","","",,,1
"indonesia","indonesia","indonesia",-0.789275,113.921327,2
"indonesia !","indonesia","indonesia",-0.789275,113.921327,1
"indonesia - 20124","indonesia","indonesia",-0.789275,113.921327,1
"indonesia - makassar","indonesia","indonesia",-0.789275,113.921327,1
"indonesia - switzerland","indonesia","indonesia",-0.789275,113.921327,1
"indonesia beach","indonesia","indonesia",-0.789275,113.921327,1
"indonesia raya","indonesia","indonesia",-0.789275,113.921327,1
"indonesia raya!!!","indonesia","indonesia",-0.789275,113.921327,1
"indonesia single 24 tahun","indonesia","indonesia",-0.789275,113.921327,1
"indonesia, asean","","",,,1
"indonesia, earth","","",,,1
"indonesia, jakarta","","",,,1
"indonesia, jawa barat, banjar","","",,,1
"indonesia, kal-bar pontianak","","",,,1
"indonesia, palangkaraya","","",,,1
"indonesia, west borneo","","",,,1
"indonesia,surabaya","","",,,1
"indonesia-ambon","indonesia","indonesia",-0.789275,113.921327,1
"indonesia-south korea","indonesia","indonesia",-0.789275,113.921327,1
"indonesian","indonesia","indonesia",-0.789275,113.921327,1
"indonesian.","indonesia","indonesia",-0.789275,113.921327,1
"indonesia| batavia-yogjakara","indonesia","indonesia",-0.789275,113.921327,1
"indonesia|smpn1patrol","indonesia","indonesia",-0.789275,113.921327,1
"indonesien","indonesia","indonesia",-0.789275,113.921327,1
"indore","indore","india",22.71792,75.8333,1
"indore, india","indore","india",22.71792,75.8333,1
"info@roemeniemaardananders.nl","","",,,1
"infobuzzerads[at]gmail[dot]com","","",,,1
"ingersoll, ontario, canada","canada","canada",56.130366,-106.346771,1
"ingleborough public school","","",,,1
"inner-west sydney, au","","",,,1
"innerkip, ontario","","",,,1
"innsbruck/austria","innsbruck","austria",47.26266,11.39454,1
"inp ‰Û¢ rab","","",,,1
"inside a dragon's belly aaah!","","",,,1
"instagram : @instapeg_","","",,,1
"instagram : aufarzend","","",,,1
"instagram : sheratonkuwait","","",,,1
"instagram = @chelliekinsr","","",,,1
"instagram @lynellehair","","",,,1
"instagram ~nasrullah arsyad``","","",,,1
"instagram: @iammaraakessonlecic","","",,,1
"instagram: @julia_steelz","","",,,1
"instagram: a.l.y.aaaa","","",,,1
"instagram: frhcheko 3/// id","","",,,1
"instagram: g_ngo","","",,,1
"instagram: giadina528","","",,,1
"instgram/hanyjfr","","",,,1
"institut pertanian bogor","","",,,1
"integrity, hard work, results","","",,,1
"international","","",,,2
"international love","","",,,1
"international space station","","",,,1
"international, london based","","",,,1
"internet","","",,,1
"internet marketer","","",,,1
"inthe beating heart of algeria","","",,,1
"inuyama-shi, aichi ken, japan","inuyama","japan",35.37995,136.94295,1
"inwood, nyc","","",,,1
"iowa","","",,,1
"iphone: -24.566728,149.973851","","",,,1
"iphone: 42.274670,-83.520756","","",,,1
"iphone: 51.505566,-0.099409","","",,,1
"ipoh / groningen","","",,,1
"ipoh, malaysia","ipoh","malaysia",4.5841,101.0829,1
"ipswich, uk","","",,,1
"iquique","iquique","chile",-20.22036,-70.13913,1
"iran","iran","iran",32.427908,53.688046,1
"iran, tehran","","",,,1
"iran,tehran","","",,,1
"iran/tehran","","",,,1
"iraq. syria. costa rica. usa.","","",,,1
"ireland","ireland","ireland",53.41291,-8.24389,3
"irgendwo da in deutschland :)","","",,,1
"irl","","",,,1
"islamabad","islamabad","pakistan",33.72148,73.04329,1
"islamabad, pakistan","islamabad","pakistan",33.72148,73.04329,1
"islamorada, fl","","",,,1
"isle of cumbrae","isle of man","isle of man",54.236107,-4.548056,1
"isle of wight","isle of man","isle of man",54.236107,-4.548056,1
"isle of wight and london","isle of man","isle of man",54.236107,-4.548056,1
"israel","israel","israel",31.046051,34.851612,1
"israel, nahariya","","",,,1
"istanbul","istanbul","turkey",41.01384,28.94966,1
"istanbul - turkey","istanbul","turkey",41.01384,28.94966,1
"istanbul | london","istanbul","turkey",41.01384,28.94966,1
"istanbul, turkey","istanbul","turkey",41.01384,28.94966,1
"istanbul,turkey","istanbul","turkey",41.01384,28.94966,1
"istanbul/turkey","istanbul","turkey",41.01384,28.94966,1
"it's a mighty long fall.","","",,,1
"italia","","",,,1
"italia - liguria","","",,,1
"italia, napoli","","",,,1
"italia-ancona","","",,,1
"italian guy living innew york","","",,,1
"italy","italy","italy",41.87194,12.56738,2
"italy & all the world!","","",,,1
"italy (milan)","","",,,1
"italy - polska","","",,,1
"italy - worldwide","","",,,1
"italy ‰ª´ lost in paradise","","",,,1
"italy, salento","","",,,1
"itam | mexico city","","",,,1
"itapui","","",,,1
"itc alumni world","","",,,1
"ithaca, new york","ithaca","united states",42.44063,-76.49661,1
"itsb, kota deltamas.","","",,,1
"j town","","",,,1
"ja/uk...","","",,,1
"jabodebandung, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"jack's journey island","","",,,1
"jacksonville, florida","jacksonville","united states",34.75405,-77.43024,1
"jacobabad, sindh","jacobabad","pakistan",28.281,68.43876,1
"jaipur","jaipur","india",26.91962,75.78781,1
"jaipur , india","jaipur","india",26.91962,75.78781,1
"jaipur, rajasthan","jaipur","india",26.91962,75.78781,2
"jakarta","jakarta","indonesia",-6.21462,106.84513,2
"jakarta & around the globe","","",,,1
"jakarta (indonesia)","jakarta","indonesia",-6.21462,106.84513,1
"jakarta - bali - indonesia","","",,,1
"jakarta - bali, indonesia.","jakarta","indonesia",-6.21462,106.84513,1
"jakarta - depok - jakarta","","",,,1
"jakarta - indonesia","jakarta","indonesia",-6.21462,106.84513,1
"jakarta - jogja","jakarta","indonesia",-6.21462,106.84513,1
"jakarta -terune sasak(lombok)","","",,,1
"jakarta _ indonesia","jakarta","indonesia",-6.21462,106.84513,1
"jakarta bandung dan sekitarnya","","",,,1
"jakarta indonesia","jakarta","indonesia",-6.21462,106.84513,1
"jakarta selatan","jakarta","indonesia",-6.21462,106.84513,1
"jakarta selatan, dki jakarta","jakarta","indonesia",-6.21462,106.84513,1
"jakarta timur","jakarta","indonesia",-6.21462,106.84513,1
"jakarta | depok","jakarta","indonesia",-6.21462,106.84513,1
"jakarta | indonesia","jakarta","indonesia",-6.21462,106.84513,1
"jakarta, id","jakarta","indonesia",-6.21462,106.84513,1
"jakarta, id ‰ª´","jakarta","indonesia",-6.21462,106.84513,1
"jakarta, indonesia","jakarta","indonesia",-6.21462,106.84513,2
"jakarta, indonesia.","jakarta","indonesia",-6.21462,106.84513,1
"jakarta, indonesian","jakarta","indonesia",-6.21462,106.84513,1
"jakarta,indonesia","jakarta","indonesia",-6.21462,106.84513,2
"jakarta,rawamangun","jakarta","indonesia",-6.21462,106.84513,1
"jakarta-bekasi","jakarta","indonesia",-6.21462,106.84513,1
"jakarta-bekasi,indonesia","jakarta","indonesia",-6.21462,106.84513,1
"jakarta-indonesia","jakarta","indonesia",-6.21462,106.84513,1
"jakarta-malang, indonesia","jakarta","indonesia",-6.21462,106.84513,1
"jakarta-mÌ?nchen","jakarta","indonesia",-6.21462,106.84513,1
"jakarta-pontianak (indonesia)","","",,,1
"jakarta-seoul-doncaster","jakarta","indonesia",-6.21462,106.84513,1
"jakarta-yogyakarta","jakarta","indonesia",-6.21462,106.84513,1
"jakarta-yogyakarta-surabaya","","",,,1
"jakarta. indonesia","jakarta","indonesia",-6.21462,106.84513,1
"jalan am sangaji 41, jetis","","",,,1
"jalan kebalen no. 2 solo 57111","","",,,1
"jalan panembahan ratu no.1","","",,,1
"jamaica","jamaica","jamaica",18.109581,-77.297508,1
"jamaica & st. lucia","jamaica","jamaica",18.109581,-77.297508,1
"jamaica plain, ma","jamaica plain","united states",42.30982,-71.12033,1
"jambearjo tajinan malang","","",,,1
"jambi","","",,,1
"jambi, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"japan","japan","japan",36.204824,138.252924,1
"japan ?üä?àççÏÎŒ???Ñ´ŒüâŒüâ","","",,,1
"japan(kanagawa)","","",,,1
"jatitujuh, majalengka","","",,,1
"jauja","jauja","peru",-11.77584,-75.49656,1
"jawa tengah","","",,,1
"jawa tengah, cilacap","","",,,1
"jawa timur - id (bernabÌ©u)","","",,,1
"jawa timur, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"jayapura, papua","jayapura","indonesia",-2.53371,140.71813,1
"jb - kl, malaysia","malaysia","malaysia",4.210484,101.975766,1
"jb ‰àã tronoh","","",,,1
"jebel ali free zone, dubai","","",,,1
"jeddah","jeddah","saudi arabia",21.54238,39.19797,1
"jeddah - sharm","","",,,1
"jeddah / canterbury","","",,,1
"jeddah, ksa","jeddah","saudi arabia",21.54238,39.19797,1
"jeddah, saudi arabia","jeddah","saudi arabia",21.54238,39.19797,2
"jember - denpasar, indonesia ‰÷Û","","",,,1
"jember-indonesia","","",,,1
"jenkintown, pa","","",,,1
"jersey city","jersey","jersey",49.214439,-2.13125,1
"jesi","jesi","italy",43.52142,13.24368,1
"jhb sa","","",,,1
"jhb, republic of south africa","","",,,1
"jingga warna fajar","","",,,1
"jkt & bay area san francisco","","",,,1
"jkt - sby","","",,,1
"jkt-bdg & kl-sg","","",,,1
"jkt-depok","","",,,1
"jl kaliurang km7, sengkan 48a","","",,,1
"jl mentri soepeno 6 manahan","","",,,1
"jl raya padjajaran no 27 bogor","","",,,1
"jl. ahmad yani 40 solo","","",,,1
"jl. ahmad yani no.43, jakarta","","",,,1
"jl. gatot subroto no. 289","","",,,1
"jl. gatot subroto, jakarta","","",,,1
"jl. kaliurang km 5,6 no. 4","","",,,1
"jl. margonda raya no. 518","","",,,1
"jl. mh thamrin kav 15, jakarta","","",,,1
"jl. mh thamrin no.1, jakarta","","",,,1
"jl. moewardi kota barat solo ( samping estetika dr. affandy pas)","","",,,1
"jl. muchtar lutfi no. 38 mks","","",,,1
"jl. rawa tembaga, bekasi","","",,,1
"jl. raya tlogowaru malang","","",,,1
"jl. senam no. 1 bogor","","",,,1
"jl. sultan agung 63, smg 50232","","",,,1
"jl.margonda raya no 386,depok","","",,,1
"jl.puterno.1 tanahsareal bogor","","",,,1
"jlatren rt01 rw21","","",,,1
"jln. dr.sam ratulangi.no.72.","","",,,1
"joburg","","",,,1
"joburg - south africa","","",,,1
"jog - cgk - everywhere u need","","",,,1
"jogja","","",,,1
"jogja berlari nyaman","","",,,1
"jogja is timewa","","",,,1
"jogja istimewa","","",,,1
"jogja, indonesia","indonesia","indonesia",-0.789275,113.921327,1
"jogjakarta","","",,,1
"jogjakarta - indonesia","","",,,1
"jogjakarta/ indonesia","","",,,1
"johannesburg","johannesburg","south africa",-26.20227,28.04363,1
"johannesburg & cape town","johannesburg","south africa",-26.20227,28.04363,1
"johannesburg sa","johannesburg","south africa",-26.20227,28.04363,1
"johannesburg south africa","johannesburg","south africa",-26.20227,28.04363,1
"johannesburg, gauteng","johannesburg","south africa",-26.20227,28.04363,1
"johannesburg, sa","johannesburg","south africa",-26.20227,28.04363,1
"johannesburg, south africa","johannesburg","south africa",-26.20227,28.04363,1
"johannesburg, za","johannesburg","south africa",-26.20227,28.04363,1
"johannesburg,south africa","johannesburg","south africa",-26.20227,28.04363,1
"john mayer #jack johnson #ˆüÑˆü¡ˆ?Ûˆü´","","",,,1
"joho","","",,,1
"johor bahru","johor bahru","malaysia",1.4655,103.7578,1
"johor bahru malaysia","johor bahru","malaysia",1.4655,103.7578,1
"johor bahru, johor","johor bahru","malaysia",1.4655,103.7578,1
"johor darul ta'zim, malaysia","malaysia","malaysia",4.210484,101.975766,1
"johor to malacca","","",,,1
"jok belakang vespamu ‰ª´","","",,,1
"jonggol, west java","","",,,1
"jordan","jordan","jordan",30.585164,36.238414,2
"jordan #jo","jordan","jordan",30.585164,36.238414,1
